filename,category,z3_time,fuzzer_time
1_absx.json,UNSAT,0.17104601860046387,40.449609994888306
2_path1.json,UNKNOWN,,
3_test000033.json,UNSAT,0.11256766319274902,20.227880716323853
4_test000034.json,UNSAT,0.12894153594970703,20.22880482673645
5_test000013.json,UNSAT,0.13738656044006348,20.2292160987854
6_test000030.json,UNSAT,0.11756157875061035,20.228635787963867
7_test000035.json,UNSAT,0.10548663139343262,20.2291738986969
8_test000010.json,UNSAT,0.1439833641052246,20.227991104125977
9_test000011.json,UNSAT,0.14806127548217773,20.228147745132446
10_test000031.json,UNSAT,0.1717665195465088,20.228845357894897
11_test000032.json,UNSAT,0.10651540756225586,20.22929859161377
12_test000012.json,UNSAT,0.14623713493347168,20.228769540786743
13_test000008.json,UNSAT,0.0018787384033203125,0.0
14_test000009.json,UNSAT,0.1422433853149414,20.230433464050293
15_test1.json,UNSAT,0.17209863662719727,20.225862503051758
16_test2.json,UNSAT,0.12105488777160645,20.227654457092285
17_test3.json,UNSAT,0.13810944557189941,20.228097200393677
18_test4.json,UNSAT,0.12689471244812012,20.229170083999634
19_test6.json,UNSAT,0.11733031272888184,20.228102684020996
20_test3.json,UNSAT,0.14377164840698242,20.227339267730713
21_test4.json,UNSAT,0.11284589767456055,20.227491855621338
22_test6.json,UNSAT,0.18125367164611816,20.228053331375122
23_test1.json,UNSAT,0.5527355670928955,20.228679180145264
24_test2.json,UNSAT,0.1074364185333252,20.227834701538086
25_max_2.json,UNKNOWN,,
26_max_3.json,UNSAT,0.32765650749206543,60.672000885009766
27_vlsat3_d57.json,UNKNOWN,,
28_vlsat3_j02.json,UNKNOWN,,
29_max_4.json,UNSAT,0.3833746910095215,80.89764046669006
30_max_5.json,UNSAT,1.6701033115386963,101.12152338027954
31_max_6.json,UNKNOWN,,
32_max_12.json,UNKNOWN,,
33_test000033.json,UNSAT,0.10559773445129395,20.230042934417725
34_test000034.json,UNSAT,0.1196603775024414,20.228821992874146
35_test000013.json,UNSAT,0.12630295753479004,20.229485750198364
36_test000030.json,UNSAT,0.13581061363220215,20.229350328445435
37_test000035.json,UNSAT,0.13993597030639648,20.22901439666748
38_test000010.json,UNSAT,0.12397408485412598,20.228097438812256
39_test000011.json,UNSAT,0.1432344913482666,20.228569746017456
40_test000031.json,UNSAT,0.15541410446166992,20.228695392608643
41_test000032.json,UNSAT,0.10794806480407715,20.22847270965576
42_test000012.json,UNSAT,0.1482090950012207,20.22896385192871
43_test000008.json,UNSAT,0.18060755729675293,20.2288761138916
44_test000009.json,UNSAT,0.16152667999267578,20.22805166244507
45_test000033.json,UNSAT,0.10617947578430176,20.228550672531128
46_test000034.json,UNSAT,0.17301130294799805,20.229372024536133
47_test000013.json,UNSAT,0.18938851356506348,20.22977614402771
48_test000030.json,UNSAT,0.13224363327026367,20.228722095489502
49_test000035.json,UNSAT,0.11414623260498047,20.228495836257935
50_test000010.json,UNSAT,0.24405574798583984,40.44812297821045
51_test000011.json,UNSAT,0.10548567771911621,20.230311632156372
52_test000031.json,UNSAT,0.11417317390441895,20.228458881378174
53_test000032.json,UNSAT,0.1254405975341797,20.228630781173706
54_test000012.json,UNSAT,0.1640307903289795,20.229759216308594
55_test000009.json,UNSAT,0.9163963794708252,40.77857494354248
56_test1.json,UNSAT,0.16152739524841309,20.227890491485596
57_test2.json,UNSAT,0.1403181552886963,20.229912519454956
58_test3.json,UNSAT,0.1314239501953125,20.227707147598267
59_test4.json,UNSAT,0.12822198867797852,60.658575773239136
60_test6.json,UNSAT,0.15567231178283691,20.227826833724976
61_test2.json,UNSAT,0.2481212615966797,20.22917628288269
62_test4.json,UNSAT,0.3554515838623047,20.22909665107727
63_test3.json,UNSAT,1.040099859237671,22.261163473129272
64_test1.json,UNSAT,0.2193889617919922,20.228934288024902
65_test2.json,UNSAT,0.28203678131103516,20.228214263916016
66_test4.json,UNSAT,0.3113415241241455,20.228911876678467
67_test3.json,UNSAT,0.47586512565612793,20.22914147377014
68_test1.json,UNSAT,0.8971648216247559,20.227684497833252
69_test2.json,UNSAT,0.2553706169128418,20.228073596954346
70_test4.json,UNSAT,0.28559088706970215,20.229618072509766
71_test3.json,UNSAT,0.36022353172302246,20.229458570480347
72_test1.json,UNSAT,1.0011353492736816,20.228939533233643
73_test2.json,UNSAT,1.563880205154419,40.455491065979004
74_test3.json,UNSAT,0.39139270782470703,20.22807002067566
75_test1.json,UNSAT,0.7063229084014893,20.22804856300354
76_f82f64d707e960e38d22a06001b2747c750fe7af.json,UNKNOWN,,
77_prime.oracle.json,UNSAT,0.06974267959594727,20.22942566871643
78_traffic_e7_348.ec.json,UNKNOWN,,
