File,Total Time,Z3 Time,Fuzzer Time,Status
57_test2.json,20.235170364379883,0.004713535308837891,20.230154991149902,UNSAT
16_test2.json,20.234901428222656,0.0044133663177490234,20.230156421661377,UNSAT
71_test3.json,20.23920178413391,0.008401632308959961,20.230446815490723,UNSAT
62_test4.json,20.234538316726685,0.0037724971771240234,20.230408191680908,UNSAT
13_test000008.json,0.004247188568115234,0.004006862640380859,0.0,UNSAT
67_test3.json,20.23462200164795,0.003090381622314453,20.231192111968994,UNSAT
70_test4.json,20.233129501342773,0.0028486251831054688,20.229946613311768,UNSAT
6_test000030.json,20.236637353897095,0.005616664886474609,20.230655431747437,UNSAT
47_test000013.json,20.235618114471436,0.005137443542480469,20.23015570640564,UNSAT
63_test3.json,20.233546018600464,0.003124713897705078,20.230070114135742,UNSAT
66_test4.json,20.233742237091064,0.0027048587799072266,20.230718851089478,UNSAT
8_test000010.json,42.543333530426025,0.007970809936523438,42.53493785858154,UNSAT
41_test000032.json,20.23709726333618,0.005957365036010742,20.230821132659912,UNSAT
2_path1.json,40.454249143600464,0.004805803298950195,40.44912910461426,UNSAT
19_test6.json,20.23783278465271,0.007211923599243164,20.23027491569519,UNSAT
44_test000009.json,20.235421657562256,0.0040400028228759766,20.23107409477234,UNSAT
64_test1.json,20.23838973045349,0.007432460784912109,20.230603218078613,UNSAT
53_test000032.json,20.235697269439697,0.0058290958404541016,20.229538679122925,UNSAT
28_vlsat3_j02.json,47.90148663520813,0.14333271980285645,2.041041374206543,UNSAT
38_test000010.json,20.235533237457275,0.004284381866455078,20.230924606323242,UNSAT
50_test000010.json,20.23583745956421,0.004479885101318359,20.23101234436035,UNSAT
42_test000012.json,20.23529076576233,0.0045468807220458984,20.23037338256836,UNSAT
26_max_3.json,97.06841349601746,5.646616220474243,60.66347336769104,UNSAT
10_test000031.json,20.23537850379944,0.005125522613525391,20.22990393638611,UNSAT
27_vlsat3_d57.json,4.083646059036255,0.0953209400177002,1.5574488639831543,UNSAT
55_test000009.json,20.23480248451233,0.0040607452392578125,20.230412244796753,UNSAT
29_max_4.json,600.0,600.0,0.0,UNKNOWN
75_test1.json,20.235145330429077,0.004425048828125,20.230377435684204,UNSAT
30_max_5.json,600.0,600.0,0.0,UNKNOWN
40_test000031.json,20.236326217651367,0.005734682083129883,20.2302303314209,UNSAT
58_test3.json,40.456624269485474,0.00520777702331543,40.45111155509949,UNSAT
72_test1.json,20.234407663345337,0.004339694976806641,20.229736804962158,UNSAT
36_test000030.json,20.236634254455566,0.0056765079498291016,20.230605602264404,UNSAT
11_test000032.json,20.237325191497803,0.0062732696533203125,20.230703830718994,UNSAT
31_max_6.json,600.0,600.0,0.0,UNKNOWN
18_test4.json,20.236984729766846,0.006226062774658203,20.230408668518066,UNSAT
24_test2.json,20.234731674194336,0.004263401031494141,20.230109453201294,UNSAT
74_test3.json,20.243467807769775,0.012262582778930664,20.230854034423828,UNSAT
25_max_2.json,600.0,600.0,0.0,UNKNOWN
52_test000031.json,20.23650097846985,0.005605459213256836,20.23057246208191,UNSAT
5_test000013.json,20.236029863357544,0.005396366119384766,20.23028016090393,UNSAT
9_test000011.json,20.23473620414734,0.004776477813720703,20.22960329055786,UNSAT
39_test000011.json,20.235869884490967,0.004823446273803711,20.230688095092773,UNSAT
4_test000034.json,20.23724865913391,0.006529092788696289,20.23038411140442,UNSAT
33_test000033.json,20.237236976623535,0.006386756896972656,20.23051929473877,UNSAT
73_test2.json,20.234666109085083,0.004261970520019531,20.230077266693115,UNSAT
78_traffic_e7_348.ec.json,600.0,600.0,0.0,UNKNOWN
12_test000012.json,20.23605179786682,0.004865884780883789,20.2308247089386,UNSAT
51_test000011.json,20.23539900779724,0.004374027252197266,20.230708837509155,UNSAT
20_test3.json,26.0123348236084,0.20235753059387207,20.230406999588013,UNSAT
77_prime.oracle.json,0.08171725273132324,0.005419731140136719,0.0,UNSAT
21_test4.json,20.226062774658203,0.006131410598754883,20.21959900856018,UNSAT
15_test1.json,20.234819650650024,0.003676176071166992,20.23081684112549,UNSAT
34_test000034.json,20.23733925819397,0.006750345230102539,20.230236530303955,UNSAT
65_test2.json,20.237983465194702,0.006849527359008789,20.23080801963806,UNSAT
60_test6.json,60.67763710021973,0.007213115692138672,60.670093297958374,UNSAT
54_test000012.json,20.23586630821228,0.004489898681640625,20.231047868728638,UNSAT
23_test1.json,20.234514474868774,0.003953695297241211,20.230242252349854,UNSAT
69_test2.json,20.234867095947266,0.0043146610260009766,20.23022198677063,UNSAT
76_f82f64d707e960e38d22a06001b2747c750fe7af.json,600.0,600.0,0.0,UNKNOWN
14_test000009.json,20.23572087287903,0.004273414611816406,20.231135606765747,UNSAT
1_absx.json,40.45512270927429,0.0046138763427734375,40.45016860961914,UNSAT
32_max_12.json,600.0,600.0,0.0,UNKNOWN
49_test000035.json,20.239014148712158,0.0074732303619384766,20.231189250946045,UNSAT
35_test000013.json,20.235145807266235,0.0050618648529052734,20.229755878448486,UNSAT
22_test6.json,20.23658847808838,0.006634235382080078,20.22961735725403,UNSAT
68_test1.json,20.235259532928467,0.004409074783325195,20.230515241622925,UNSAT
17_test3.json,20.235674142837524,0.005339860916137695,20.22999334335327,UNSAT
45_test000033.json,20.238327264785767,0.006720066070556641,20.231244802474976,UNSAT
61_test2.json,20.235462188720703,0.004360675811767578,20.230761766433716,UNSAT
48_test000030.json,20.23590612411499,0.005476951599121094,20.230108499526978,UNSAT
59_test4.json,60.67761588096619,0.006559610366821289,60.67071986198425,UNSAT
7_test000035.json,20.23806095123291,0.00724482536315918,20.23046875,UNSAT
3_test000033.json,20.237398862838745,0.006702423095703125,20.23034405708313,UNSAT
37_test000035.json,20.23850965499878,0.007228851318359375,20.23092746734619,UNSAT
46_test000034.json,20.237277269363403,0.006358146667480469,20.230602979660034,UNSAT
43_test000008.json,20.23512101173401,0.004059553146362305,20.230738162994385,UNSAT
56_test1.json,20.234487533569336,0.004152774810791016,20.230019092559814,UNSAT
